"Identifier","SourceString","Comment","DE","FR","NL","ES","PL","IT","RU"
"2184","Invalid name","30:./templates2/ocstyle/addtolist.tpl","Ungültiger Name","Invalid name","Ongeldige naam","Invalid name","","Invalid name",""
"2185","public list","27:./templates2/ocstyle/addtolist.tpl","öffentliche Liste","public list","openbare lijst","public list","","public list",""
"2186","You can maintain your personal cache lists in your <a href=""mylists.php"">user profile</a>.","46:./templates2/ocstyle/addtolist.tpl","Deine persönlichen Cachelisten kannst du in deinem <a href=""mylists.php"">Benutzerprofil</a> verwalten.","You can maintain your personal cache lists in your <a href=""mylists.php"">user profile</a>.","You can maintain your personal cache lists in your <a href=""mylists.php"">user profile</a>.","You can maintain your personal cache lists in your <a href=""mylists.php"">user profile</a>.","","You can maintain your personal cache lists in your <a href=""mylists.php"">user profile</a>.",""
"2187","public","38:./templates2/ocstyle/addtolist.tpl","öffentlich","public","openbaar","public","","public",""
"2188","private","38:./templates2/ocstyle/addtolist.tpl","privat","private","privé","private","","private",""
"2189","Cache lists","13:./templates2/ocstyle/cachelists.tpl","Cachelisten","Cache lists","Cache lijsten","Cache lists","","Cache lists",""
"2190","Since July 2015, all registered Opencaching users can create and publish own geocache lists via their <a href=""mylists.php"">user profile</a>. The following lists have been published so far:","55:./templates2/ocstyle/cachelists.tpl","Seit Juli 2015 können alle registrierten Opencaching-Benutzer über ihr <a href=""mylists.php"">Benutzerprofil</a> eigene Geocache-Listen erstellen und veröffentlichen. Die folgenden Listen wurden bislang veröffentlicht:","Since July 2015, all registered Opencaching users can create and publish own geocache lists via their <a href=""mylists.php"">user profile</a>. The following lists have been published so far:","Since July 2015, all registered Opencaching users can create and publish own geocache lists via their <a href=""mylists.php"">user profile</a>. The following lists have been published so far:","Since July 2015, all registered Opencaching users can create and publish own geocache lists via their <a href=""mylists.php"">user profile</a>. The following lists have been published so far:","","Since July 2015, all registered Opencaching users can create and publish own geocache lists via their <a href=""mylists.php"">user profile</a>. The following lists have been published so far:",""
"2191","Cache list","15:./templates2/ocstyle/res_cachelists.tpl","Cacheliste","Cache list","Cache lijst","Cache list","","Cache list",""
"2192","There are no lists yet.","48:./templates2/ocstyle/res_cachelists.tpl","Noch keine Listen vorhanden.","There are no lists yet.","Er zijn nog geen cache lijsten.","There are no lists yet.","","There are no lists yet.",""
"2193","My cache lists","13:./templates2/ocstyle/mylists.tpl","Meine Cachelisten","My cache lists","Mijn cache lijsten","My cache lists","","My cache lists",""
"2194","Do you really want to delete the list \'%1\'?","41:./templates2/ocstyle/res_cachelists.tpl","Möchtest du die Liste \'%1\' wirklich löschen?","Do you really want to delete the list \'%1\'?","Do you really want to delete the list \'%1\'?","Do you really want to delete the list \'%1\'?","","Do you really want to delete the list \'%1\'?",""
"2195","Create new list","27:./templates2/ocstyle/mylists.tpl","Neue Liste anlegen","Create new list","Maak nieuwe lijst","Create new list","","Create new list",""
"2196","Public lists are displayed in your <a href=""viewprofile.php?userid=%1"">public user profile</a>, on the <a href=""cachelists.php"">lists overwiew page</a> and (if enabled) in the cache listings.","46:./templates2/ocstyle/addtolist.tpl","Öffentliche Listen werden in deinem <a href=""viewprofile.php?userid=%1"">öffentlichen Profil</a>, auf der <a href=""cachelists.php"">Listen-Sammelseite</a> und (falls eingeschaltet) in den Cachelistings angezeigt.","Public lists are displayed in your <a href=""viewprofile.php?userid=%1"">public user profile</a>, on the <a href=""cachelists.php"">lists overwiew page</a> and (if enabled) in the cache listings.","Public lists are displayed in your <a href=""viewprofile.php?userid=%1"">public user profile</a>, on the <a href=""cachelists.php"">lists overwiew page</a> and (if enabled) in the cache listings.","Public lists are displayed in your <a href=""viewprofile.php?userid=%1"">public user profile</a>, on the <a href=""cachelists.php"">lists overwiew page</a> and (if enabled) in the cache listings.","","Public lists are displayed in your <a href=""viewprofile.php?userid=%1"">public user profile</a>, on the <a href=""cachelists.php"">lists overwiew page</a> and (if enabled) in the cache listings.",""
"2197","Space-separated list of OC waypoints.","119:./templates2/ocstyle/mylists.tpl","Mit Leerzeichen getrennte Liste von OC-Wegpunkten.","Space-separated list of OC waypoints.","Space-separated list of OC waypoints.","Space-separated list of OC waypoints.","","Space-separated list of OC waypoints.",""
"2198","You may also add caches via ""Add to list"" button in cache listings.","119:./templates2/ocstyle/mylists.tpl","Wahlweise kannst du auch Caches mit dem „Merken“-Knopf im Listing hinzufügen.","You may also add caches via ""Add to list"" button in cache listings.","You may also add caches via ""Add to list"" button in cache listings.","You may also add caches via ""Add to list"" button in cache listings.","","You may also add caches via ""Add to list"" button in cache listings.",""
"2199","This is optional, caches may be added to the list later.","119:./templates2/ocstyle/mylists.tpl","Diese Angabe ist optional; Caches können auch später zur Liste hinzugefügt werden.","This is optional, caches may be added to the list later.","This is optional, caches may be added to the list later.","This is optional, caches may be added to the list later.","","This is optional, caches may be added to the list later.",""
"2200","Create list","142:./templates2/ocstyle/mylists.tpl","Liste anlegen","Create list","Lijst maken","Create list","","Create list",""
"2201","Edit cache list","13:./templates2/ocstyle/mylists.tpl","Cacheliste bearbeiten","Edit cache list","Cache lijst bewerken","Edit cache list","","Edit cache list",""
"2202","Add caches:","114:./templates2/ocstyle/mylists.tpl","Caches hinzufügen:","Add caches:","Add caches:","Add caches:","","Add caches:",""
"2203","Remove caches:","124:./templates2/ocstyle/mylists.tpl","Caches entfernen:","Remove caches:","Remove caches:","Remove caches:","","Remove caches:",""
"2204","The following waypoints are invalid and could not be added to the list:","17:./templates2/ocstyle/mylists.tpl","Die folgenden Wegpunkte sind ungültig und konnten nicht zur Liste hinzugefügt werden:","The following waypoints are invalid and could not be added to the list:","The following waypoints are invalid and could not be added to the list:","The following waypoints are invalid and could not be added to the list:","","The following waypoints are invalid and could not be added to the list:",""
"2205","Show all cache lists","352:./lang/de/ocstyle/editcache.tpl.php","Alle Cachelisten anzeigen","Show all cache lists","Toon alle cache lijsten","Show all cache lists","","Show all cache lists",""
"2206","I want to receive notifications about any logs for caches in this list.","83:./templates2/ocstyle/mylists.tpl","Ich möchte benachrichtigt werden, wenn ein Cache in dieser Liste geloggt wird.","I want to receive notifications about any logs for caches in this list.","I want to receive notifications about any logs for caches in this list.","I want to receive notifications about any logs for caches in this list.","","I want to receive notifications about any logs for caches in this list.",""
"2207","I am watching this list.","7:./templates2/ocstyle/res_cachelist_link.tpl","Ich beobachte diese Liste.","I am watching this list.","Ik volg deze lijst.","I am watching this list.","","I am watching this list.",""
"2208","watch","","beobachten","watch","volgen","ver","","watch",""
"2209","do not watch","150:./templates2/ocstyle/mywatches.tpl","nicht beobachten","do not watch","niet volgen","do not watch","","do not watch",""
"2210","Single caches:","123:./templates2/ocstyle/mywatches.tpl","Einzelne Caches:","Single caches:","Single caches:","Single caches:","","Single caches:",""
"2211","Lists:","161:./templates2/ocstyle/mywatches.tpl","Listen:","Lists:","Lijsten:","Lists:","","Lists:",""
"2212","edit","","bearbeiten","edit","bewerken","editar","","edit",""
"2213","delete","","löschen","delete","verwijderen","eliminar","","delete",""
"2214","do not ignore","29:./templates2/ocstyle/myignores.tpl","nicht ignorieren","do not ignore","do not ignore","do not ignore","","do not ignore",""
"2215","List name:","32:./templates2/ocstyle/cachelists.tpl","Listenname:","List name:","Lijst naam:","List name:","","List name:",""
"2216","By:","36:./templates2/ocstyle/cachelists.tpl","Von:","By:","Door:","By:","","By:",""
